Texto,Data,Redes Sociais,sentimento
esse ano vou bem bonitinha pra festa junina pq ano passado só por Deus,2023-06-22 08:19 AM,twitter.com,Positive
DIVULGAÇÃO Alunos do curso de Design planejam festa junina no Câmpus Pelotas A festa ocorre no sábado (01) das 13h às 17h30min. Todos os alunos com carteirinha atualizada podem participar Acesse:,2023-06-22 08:19 AM,twitter.com,Neutral
acho engraçado o povo que bota uma camisa xadrez e fala que tá a carater pra festa junina,2023-06-22 08:18 AM,twitter.com,Neutral
"quão fresco você é, versão festa junina: arroz doce❌ milho ✅ canjica ✅️ maçã do amor ✅️ cocada ✅️ pamonha ✅️ paçoca ✅ pé de moleque ❌ bolo Souza leão - não sei que bolo é esse bolo de milho ✅ cuscuz ✅️ pipoca ✅ bolo de fubá ✅️ quentão ✅️ mungunzá ✅",2023-06-22 08:18 AM,twitter.com,Neutral
vou ir trabalhar na minha folga só pra participar da festa junina,2023-06-22 08:18 AM,twitter.com,Neutral
Será que é padre mesmo ou é fantasia de festa junina?🤔,2023-06-22 08:18 AM,twitter.com,Neutral
festa junina boa mesmo só no repa,2023-06-22 08:18 AM,twitter.com,Positive
"Kemur-chan: Vamos na festa junina la do centro hoje? Os ditos amigos do Kemur-chan: Vamo no domingo, tem show do Pericles Kemur-chan: Caguei pro picles, eu quero ir hoje.",2023-06-22 08:18 AM,twitter.com,Neutral
teve festa junina hj no semop e o jantar aq já tá garantido,2023-06-22 08:17 AM,twitter.com,Positive
Quem vai na festa junina do objetivo?,2023-06-22 08:17 AM,twitter.com,Neutral
"Vamos para festa junina, Sah? Era isso, né?",2023-06-22 08:17 AM,twitter.com,Neutral
é jorge e mateus a gnt se encontrou na festa junina e não foi muito legal não kkkkk,2023-06-22 08:17 AM,twitter.com,Negative
faz tanto tempo que eu não me arrumo pra uma festa junina que eu tô até animada agr,2023-06-22 08:17 AM,twitter.com,Positive
"Mds, to em dúvida(vale night, ou after da festa junina da odonto?) Amigos unespianos, por favor façam alguma coisa, e me ajudem…",2023-06-22 08:17 AM,twitter.com,Neutral
comidas q eu nao gosto e td mundo gosta: batata frita salgadinho de festa carne de panela comidas de festa junina,2023-06-22 08:17 AM,twitter.com,Negative
"minha família vai fazer uma puta festa junina na casa de búzios esse final de semana e eu simplesmente preferi ficar sozinha em casa do que ir pra lá, sei lá eu devo estar surtada mesmo",2023-06-22 08:17 AM,twitter.com,Negative
"Eu gosto é dos meus amigos, ontem decidimos que íamos fazer uma festa junina amanhã e já tamo tudo na organização kkkkkkkkk",2023-06-22 08:16 AM,twitter.com,Positive
saber que sábado vou comer comida de festa junina ainda por cima de graça é o que está me fazendo continuar,2023-06-22 08:16 AM,twitter.com,Positive
ter reconhecido santidade como Padroeira do EstadoBarracas sendo montadas para festa junina de Nossa Senhora do Perpétuo Socorro (Foto: Alex Machado).As tendas,2023-06-22 08:15 AM,campograndenews.com.br,Neutral
Aproveita o clima de festa junina e troca o namorado pamonha pelo quentão,2023-06-22 08:15 AM,twitter.com,Neutral
@vila_alecrim #VEMPRAVILA #JUNHOJUNINONAVILA . . . . #vila_alecrim #musicaaovivo #MPB #poprock #forró #engenheiroschmitt #riopreto #espetinho #cervejatrincando #caipirinha #vinhoquente #quentão #arrozdoce #milho #aconchego #quintal #arraiá #festajunina #tudodebom #agenteseencontranavila#CapCut,2023-06-22 08:14 AM,tiktok.com,Neutral
"SEMPRE FALEI NÃO VAI BEBER QUENTÃO NO SÃO JOÃO, COMO TÉCNICO DO",2023-06-22 08:12 AM,twitter.com,Negative
"pronto. Chegou a hora de calçar as botas, vestir a camisa xadrez e colocar o chapéu, além de um bom casaco. De",2023-06-22 08:10 AM,jornaldoguara.com.br,Neutral
a procura de uma camisa xadrez,2023-06-22 08:10 AM,twitter.com,Neutral
Que vontade de tomar um quentão,2023-06-22 08:09 AM,twitter.com,Positive
"visitantes encontrarão uma variedade de quitutes juninos, incluindo delícias como pamonha, canjica e bolo de milho preparados com muito cuidado e",2023-06-22 08:08 AM,abrasce.com.br,Positive
"QUASE, EU ERREI NAS MINHAS PREVISÕES. EU SEMPRE FALEI QUE ODAIR HELLMANN NÃO IRIA BEBER QUENTÃO NO SÃO JOÃO, AINDA COMO TÉCNICO DO",2023-06-22 08:08 AM,twitter.com,Negative
Pinhão com quentão o trem bom,2023-06-22 08:08 AM,twitter.com,Positive
"Fenarreco, o evento terá comidas típicas deliciosas, como pipoca, pinhão, quentão, paçoca e cachorro-quente, além de um suculento churrasco de igreja.",2023-06-22 08:07 AM,diplomatafm.com.br,Positive
"do concurso Eu Faço a Melhor Comida de Milho. Teve pamonha de forno, canjica, mungunzá e até brigadeiro de milho. Quem",2023-06-22 08:03 AM,tvjornal.ne10.uol.com.br,Neutral
Dia de quentão no trabalho… nunca fui triste,2023-06-22 08:03 AM,twitter.com,Neutral
"neste sábado (24), das 12h às 19h, a sua tradicional Festa Junina. Os ingressos podem ser obtidos antecipadamente na secretaria do colégio,",2023-06-22 08:02 AM,primeirafeira.com.br,Neutral
"[...] divina, bem saborosa e reconfortante 🔥 Ingredientes 📋 Farinha de trigo 300g Leite integral 240ml Açúcar 100g Gema de ovo 2 unidades Fermento químico 10g Cachaça 50ml Gengibre 15g Cravo a gosto Cravo em pó a gosto #bolinhodechuva #quentão #comidajunina #festajunina #receita #comofazer #sobremesa #tiktokreceita #TikTokComida #ottaviomauricio...",2023-06-22 08:01 AM,tiktok.com,Positive
"Pensando no alcance que o evento proporciona, muitas marcas pensaram em ativações criativas para atrair o público e mostrar o diferencial de seus produtos. #NossoMeio #Marketing #saojoao #saojoaodemaracanau #ativacoes #marketingdeexperiencia https://www.nossomeio.com.br/confira-as-principais-ativacoes-das-marcas-no-sao-joao-do-maracanau/",2023-06-22 08:00 AM,twitter.com,Neutral
Video can be found here,2023-06-22 08:00 AM,youtube.com,Positive
tava no centro aí resolvi ir na Osório tomar um quentão gostoso e ganhei uma manisfestação de 3 pessoas com placas de fora comunismo,2023-06-22 08:00 AM,twitter.com,Positive
F vôlei. Vem tomar quentão cmg na quermesse do center vale,2023-06-22 07:52 AM,twitter.com,Neutral
só pq eu queria tomar um quentão numa boa hoje vai chover mds q horror,2023-06-22 07:51 AM,twitter.com,Negative
"Nossa!🗣️🤣 Juro q pensei q era um cupincha do meu Piculim, conhecido como Arthur Picoli dando parabéns pra ele, parece demais🤣 Camisa xadrez, chapéu de palha, e um montão de cremosa🤭, esse é cupincha e nem sabe🤭😁😁😁",2023-06-22 07:50 AM,twitter.com,Positive
rafaela (8 anos) vira e me pergunta se vai ter quentão no if,2023-06-22 07:46 AM,twitter.com,Neutral
"Arraial no Posto e Conveniência Pioneiro: Quitutes, Quentão e Diversão garantidos nesta sexta-feira",2023-06-22 07:44 AM,twitter.com,Neutral
"Achei uma camisa xadrez baratinha e bonita pro Isaac, terça é dia de tirar fotinhas🥰",2023-06-22 07:43 AM,twitter.com,Positive
precisando de uma camisa xadrez lembrei que umas das camisas dó vó é xadrez fui procurar pra ver se ainda me serve e vai fazer 3 anos que ele morreu e o cheiro do perfume dele ainda ta nas camisetas pq nunca tive coragem de lavar simplesmente desisti de usar elas [...],2023-06-22 07:41 AM,twitter.com,Negative
#Festajunina #Pamonha #Quentão Quentão,2023-06-22 07:40 AM,tiktok.com,Neutral
"Cheguei no cliente com uma camisa xadrez, que é o meu normal. Ae falaram: que bom que te avisaram que tem festa junina aqui hoje e vc veio de caipira.",2023-06-22 07:39 AM,twitter.com,Positive
Olha adm já estou curiosa pelo figurino do papi sério . Ele não vai de camisa preta não né 🤦. Já vi fotos antigas dele vestido de camisa xadrez e ele fica bonitão.,2023-06-22 07:37 AM,twitter.com,Positive
Nossa acertaram de me convidar pq fazia dias que eu tava doida por quentão,2023-06-22 07:37 AM,twitter.com,Negative
"O evento é considerado a maior festa junina do Centro-Oeste, além de ser reconhecido como Patrimônio Cultural e Imaterial do Brasil [...] [...] Todos os Santos; 18h00 – Pau de Sebo; 20h00 – Show Regional – Kaio e Gabriel; 22h00 – Show Regional – Juliana Monteiro; Veja vídeos de Mato Grosso do Sul: The post Maior festa junina do Centro-Oeste começa",2023-06-22 07:35 AM,noticias.webanuncio.com.br,Neutral
nao vou estar indo de camisa xadrez na etec nao amores,2023-06-22 07:34 AM,twitter.com,Negative
é terrível homem com camisa xadrez amarrada na cintura,2023-06-22 07:34 AM,twitter.com,Negative
Pamonha SUPER QUEIJO é assim que fazemos!!! #patosdemilho #pamonhasuperqueijo #pamonha,2023-06-22 07:33 AM,tiktok.com,Positive
"O xadrez não pode faltar kkkk! Calça jeans, camisa xadrez pó fora, camisa branca ou preta por dentro.",2023-06-22 07:28 AM,twitter.com,Positive
Quentão mané,2023-06-22 07:27 AM,twitter.com,Negative
e tomar quentão oaahnnn,2023-06-22 07:26 AM,twitter.com,Neutral
atualizações: trouxe um quentão da feira pra minha chefe e ela AMOU e ta comprando todo dia,2023-06-22 07:25 AM,twitter.com,Positive
"Oxi, quentão é com pinga rapá...",2023-06-22 07:25 AM,twitter.com,Negative
Vinho quente é uma coisa e quentão é outra. Pra que complicar o que é simples?,2023-06-22 07:25 AM,twitter.com,Negative
"Bota de vaqueiro, calça e camisa xadrez que é de praxe! Sapato vai ficar lindo de matuto, assim com o meu filhote 🫶🏻",2023-06-22 07:24 AM,twitter.com,Positive
"camisa xadrez vermelha e preta virou fardamento oficial do comércio da minha cidade, todo mundo usando a mesma coisa carai",2023-06-22 07:15 AM,twitter.com,Negative
"Põe chapéu pfvr.... E sem camisa xadrez, tô enjoada dos visu country",2023-06-22 07:13 AM,twitter.com,Negative
tinha que ser um tonhão de camisa xadrez kkkdkdkkkkkss,2023-06-22 07:13 AM,twitter.com,Negative
"... [...] Este ano, o São João de Bananeiras acontece no Bananeira’s Park, uma área planejada e construída especialmente para abrigar a festa junina mais famosa do Brejo paraibano, [...] O São João de Bananeiras vem crescendo e se consolidando, a cada ano, e ...",2023-06-22 07:05 AM,blogdomarciorangel.com.br,Neutral
"[...] Comandante da 2ª Cia/6° BPM, por volta das 06h00 desta quinta-feira (22), recebeu a informação que uma pessoa teve o seu smartphone furtado, na festa junina, no circuito Gonzagão em Senhor do Bonfim, e o rastreamento do aparelho indicava deslocamento sentido ao município de Itiúba.  Diante das informações o Comandante [...]",2023-06-22 07:05 AM,portaljaguarari.com.br,Neutral
Será que existe alguma alma caridosa pra me emprestar uma camisa xadrez?,2023-06-22 07:03 AM,twitter.com,Neutral
"meu deus, eu tinha tanta camisa xadrez mkkk",2023-06-22 07:00 AM,twitter.com,Positive
". Nota da redação deste Blog - Zabumba não interessa ao conluio, o cachê e de pobre, não dá nem para curtir 1/3 um terço.A zabumba é, de fato, um instrumento musical que possui grande relevância no folclore, cultura e tradição de algumas regiões do ...",2023-06-22 06:59 AM,dedemontalvao.blogspot.com,Neutral
Campanha de arrecadação de valores para aquisição de máquinas elétricas extratoras de leite materno terá ação na 3ª Festa Junina Integrada Campanha de arrecadação de valores para aquisição de máquinas elétricas extratoras de leite materno está na fase de final de arrecadação e terá participação na 3ª Festa Junina Integrada de Espigão Alto do Iguaçu,2023-06-22 06:58 AM,cantuemfoco.com.br,Neutral
Eu sou fã dessa quem sabe se por uma camisa xadrez fica ainda melhor!,2023-06-22 06:54 AM,twitter.com,Positive
"Adm manda ele usar jeans camisa xadrez, a bota é joga a Jaqueta de couro vai ficar top",2023-06-22 06:51 AM,twitter.com,Positive
a pessoa bota uma camisa xadrez vermelha aberta jurando q tá junina parece mais o Kurt Cobain euem!,2023-06-22 06:48 AM,twitter.com,Negative
Eu preciso de uma camisa xadrez 😭,2023-06-22 06:45 AM,twitter.com,Negative
Video can be found here,2023-06-22 06:35 AM,youtube.com,Neutral
Video can be found here,2023-06-22 06:35 AM,youtube.com,Neutral
Video can be found here,2023-06-22 06:31 AM,youtube.com,Neutral
"Prepara aquela camisa xadrez e a bota que o Espaço Internacional Eventos, em Guarulhos, vai entrar no clima junino com o ‘Arraiá do Pop’, que acontece neste sábado (24) e promete agitar a cidade. O evento é um convite...",2023-06-22 06:30 AM,noticiasguarulhos.com.br,Neutral
só queria uma camisa xadrez pra chegar nessa freaks hj,2023-06-22 06:30 AM,twitter.com,Negative
Ingredientes Farinha de trigo 300g Leite integral 240ml Açúcar 100g Gema de ovo 2 unidades Fermento químico 10g Cachaça ...,2023-06-22 06:27 AM,youtube.com,Neutral
Video can be found here,2023-06-22 06:27 AM,youtube.com,Neutral
"O Sudeste Serão quatro noites de festa junina com muita animação e comida gostosa na Praça da Velha Matriz [...] [...] O Arraial da Prefeitura, com entrada gratuita em todas as quatro noites, terá decoração temática, área kids para entretenimento das crianças e palco para […] O Sudeste Serão quatro noites de festa junina com muita animação e com...",2023-06-22 06:26 AM,osudeste.com.br,Positive
Pensando aqui em que espécime de sapatona q sou eu que não tem uma única unidade de camisa xadrez pra ir na festa junina..........,2023-06-22 06:24 AM,twitter.com,Negative
"da Cidade do Rio de Janeiro, Secretaria Municipal de Cultura apresentam:   CALENDÁRIO CULTURAL “COMPANHIA BRASILEIRA DE MYSTÉRIOS E NOVIDADES” NA ZONA PORTUÁRIA   “Ditirambo de São João Xangô Menino”, dia 24/6, sábado, a festa junina da Companhia Brasileira de Mystérios e Novidades, começa às 17h na Praça da Harmonia, Gamboa, com participações de",2023-06-22 06:22 AM,pretajoia.com,Neutral
"Click Guarulhos Fiscais do Ipem-SP (Instituto de Pesos e Medidas do Estado de São Paulo) fizeram na quarta-feira, 21 de junho, a análise de produtos típicos de festa junina, durante a operação “Pulando a Fogueira”. Nos laboratórios do instituto...",2023-06-22 06:20 AM,noticiasguarulhos.com.br,Neutral
BOLO PAMONHA FEITO COM MILHO VERDE DE LATA,2023-06-22 06:16 AM,youtube.com,Neutral
"Entre as atrações estão Péricles, Planta e Raiz e Fernando & SorocabaNesta sexta-feira (23/06) começa o segundo e último final",2023-06-22 06:13 AM,ograndeabc.com.br,Neutral
Já botei minha camisa xadrez e vocês?,2023-06-22 06:12 AM,twitter.com,Neutral
"Ivete Sangalo surpreendeu os alunos e pais ao se apresentar na festa junina da escola das filhas, Marina e Helena, nesta quarta-feira (21). A influenciadora Sthe Mattos compartilhou o momento nas ...",2023-06-22 06:12 AM,gente.ig.com.br,Neutral
"Com a macaxeira, o coco e o milho fornecidos pelos cooperados, um grupo de mulheres produz pamonha, pé-de-moleque e os bolos que lideram a preferência dos clientes nesta época [...] Campanha estimula consumo de produtos e serviços de cooperativas A festa junina é a mais representativa celebração da identidade cultural do povo nordestino",2023-06-22 06:11 AM,noticias.webanuncio.com.br,Neutral
Idosos participam de festa junina da Pró-Família,2023-06-22 06:10 AM,youtube.com,Neutral
"Sinalizar como irrelevante Decoração de Festa Junina: +100 Ideias Incríveis e Baratas - Terra Terra Tudo a ver com a decoração da festa junina, né? Publicidade [...] Aproveite, ainda, para fazer arranjos com flores para a decoração da sua festa junina ..",2023-06-22 06:06 AM,medconst.blogspot.com,Neutral
Video can be found here,2023-06-22 06:01 AM,youtube.com,Neutral
"Um novo e grande evento deve atrair mais visitantes e fomentar a economia de Maringá e todo seu entorno. Com a proposta de ser o maior São João do Sul do País, começa nesta quinta-feira, 22, a festa Rural Maringá Junino, que terá duração de quatro ...",2023-06-22 05:59 AM,gmconline.com.br,Neutral
Video can be found here,2023-06-22 05:58 AM,youtube.com,Neutral
"Garibaldi - Os frequentadores do Centro de Convivência de Idosos (CCI) aproveitaram nesta quarta-feira (21) a festa junina, que ocorreu no Salão da Comunidade do bairro Cairú. Com animação, disposição",2023-06-22 05:52 AM,estacaofm.com.br,Neutral
quem q vai tá me emprestando uma camisa xadrez pro dia 8? ein ein ein 😕,2023-06-22 05:52 AM,twitter.com,Neutral
vou bem junina amanhã(uma camisa xadrez amarrada na cintura,2023-06-22 05:50 AM,twitter.com,Positive
"O 31º Arraiá da Capital já encanta visitantes com a decoração especial de festa junina da cidade cenográfica e, indo além, muita dança com o Coreto do Forró e comidas típicas: pamonha, canjica, maçã do amor, caldo, curau, paçoca, são alguns exemplos [...] “Primeira vez em Palmas e vi no jornal local que teria essa festa junina e decidi vim visi",2023-06-22 05:43 AM,toemfoco.com.br,Positive
correndo que nem doida atrás de uma camisa xadrez e não acho por nada🤡,2023-06-22 05:41 AM,twitter.com,Positive
Ninguém quer ir comigo amanhã comprar uma camisa xadrez ahh,2023-06-22 05:40 AM,twitter.com,Neutral
O Arraial do Banho de São João é reconhecido como Patrimônio Cultural e Imaterial do Brasil. Confira programação completa.,2023-06-22 05:35 AM,g1.globo.com,Neutral
"Brincadeiras juninas, música ao vivo e cardápio típico são alguns dos atrativos do Arraiá do Seo Zico Borghi, festa junina que ocorre há mais de quatro décadas em Maringá e será realizada nessa sexta-feira, 23. Desde que a festa se tornou ...",2023-06-22 05:34 AM,gmconline.com.br,Neutral
"A cantora baiana Ivete Sangalo surpreendeu os convidados da festa junina da escola das filhas, e deu uma palhinha a todos. Os presentes na festa de Marina e Helena puderam ter Ivete como atração musical. ++ Cleo revela quando optou por preservar seus ...",2023-06-22 05:32 AM,br.jetss.com,Neutral
"Hummm A cana está muito docinha e suculenta a pamonha ficou muito gostosa, fica a dica pessoal não precisa de tanto ...",2023-06-22 05:30 AM,youtube.com,Positive
Arraiá GET ITalent 2023 foi bão d+! 💃🌽🤠 . . . . . #arraia #festajunina #milho #canjica #quentão #eventojunino #junho #quadrilha #reels #instagram #engraçado #corporativo #tecnologia #feed #reels #fyp #festacriativas,2023-06-22 05:27 AM,tiktok.com,Positive
livro e camisa xadrez é perigoso emprestar hahaha,2023-06-22 05:27 AM,twitter.com,Negative
"BRIGADEIRO DE CURAU RECHEADO COM GOIABADA: No liquidificador bata o milho com o creme de leite, passe na peneira e leve para a panela com leite condensado e chocolate branco, e mexa até dar o ponto de enrolar. Com a massa fria abra e recheie com um ...",2023-06-22 05:26 AM,tvgazeta.com.br,Neutral
Video can be found here,2023-06-22 05:25 AM,youtube.com,Positive
Video can be found here,2023-06-22 05:25 AM,youtube.com,Neutral
"... [...] Arraiá Park Durante todo o fim de semana (de sexta a domingo), tem festa junina no estacionamento [...] O arraiá tem entrada gratuita e acontece a partir das 17h (sexta) e partir das 15h (sábado e domingo), com direito a quadrilha profissional, forró pé ...",2023-06-22 05:24 AM,portalcostadosol.com.br,Neutral
"No cardápio, o lançamento de um sorvete feito a base de pinhão e calda de quentão No próximo sábado, 24 de junho, acontece o auge das festas juninas 2023, com a celebração de São João, um dos santos mais populares venerados e que recebe festas nos quatro cantos do país [...] O delicioso quentão e a famosa canjica estarão disponíveis para venda no",2023-06-22 05:24 AM,paranashop.com.br,Positive
Curau de milho | Receitas,2023-06-22 05:23 AM,youtube.com,Neutral
palha para pamonha,2023-06-22 05:23 AM,youtube.com,Neutral
Festa Junina💅🏻💙#unhas #nails #diy #inspiração#nailsart #festajunina #unhasdecoradas #criatividade,2023-06-22 05:23 AM,youtube.com,Positive
"Esse ano nossa Festa Junina tem pipoqueira elétrica, algodão doce e muita pescaria 🌽 🍿🎏 #Shorts",2023-06-22 05:23 AM,youtube.com,Positive
Crianças que fazem hemodiálise também comemoram festa junina,2023-06-22 05:23 AM,youtube.com,Neutral
"Além disso, para você arrasar na cozinha e preparar pratos típicos incríveis para sua festa junina, o Pão de Açúcar separou três receitas para você fazer bonito no dia de São João [...] Cachorro-quente simples*  O cachorro quente é uma receita que faz muito sucesso no período de festa junina",2023-06-22 05:22 AM,taisparanhos.com.br,Positive
nao tenho camisa xadrez senhor vou ter que ir de roupa normal 💔,2023-06-22 05:21 AM,twitter.com,Negative
"  Com o apoio da Prefeitura de Apucarana, a Unespar/Apucarana vai realizar uma festa junina no dia 8 de julho no Espaço das Feiras [...] Além de barracas com comidas típicas, o “Arraiá Universitário” contará com música ao vivo, tendo o repertório músicas...",2023-06-22 05:21 AM,pevermelhonews.com.br,Neutral
"A unidade do sarôio varia de R$2,50 a R$5,00 e... [...] A unidade do milho cozido tem valores entre R$3,00 e R$4,50, enquanto a pamonha custa entre R$2,50 e R$8,00. Já a canjica varia de R$3,00, para 145ml, a R$9,50, para a unidade, conforme consta na tabela",2023-06-22 05:17 AM,infonet.com.br,Neutral
Camisa xadrez 🌾😍 . . . #setormasculino #camisaxadrez #mesjunino #ArraialTikTok #fyyyyyyyyyyyyyyyy #reposição,2023-06-22 05:14 AM,tiktok.com,Positive
Video can be found here,2023-06-22 05:08 AM,youtube.com,Neutral
"para seu final de semana você encontra aqui 📍 calça popo + camisa xadrez 🚩Rua Joaquim Nabuco, 764 Centro Presidente Prudente S.P #volarestore_oficial #camisa #camisaxadrez #camisaplussizexadrez #festa #festajunina #lookfestajuninas #lookfestajuninaplussize 🚫Wthassapp 📲 18 99732-7703 ➡️Parcelamos em 4x no cartão 💳 ✔️Entregamos em Presidente",2023-06-22 05:07 AM,tiktok.com,Neutral
"Chegou a época das festas juninas e muita gente tem se preocupado com os excessos típicos dos eventos de São João. Será que vale mesmo a pena se empanturrar de salsichão, um embutido ultraprocessado, criticado pelas altas quantidades de gorduras ...",2023-06-22 05:02 AM,tupi.fm,Negative
"A cantora Ivete Sangalo cantou na festa junina da escola das filhas gêmeas, Marina e Helena, de cinco anos, nesta quarta-feira (21). [Veja o vídeo acima] O momento foi compartilhado nas redes ...",2023-06-22 05:02 AM,g1.globo.com,Neutral
Veja que ideia linda para decoração de Festa Junina! Usei uma peneira grande e algumas espigas de milho. Fiz um laço com ...,2023-06-22 05:00 AM,youtube.com,Positive
"A música da quadrilha está diferente! Neste sábado, 24 de junho, o YouRock Bar promove sua festa junina a partir das 18h [...] Serviço – Festa Junina do YouRock Bar Quando: 24 de junho de 2023 (sábado) Onde: YouRock Bar (R [...] Piquiri, 390) Horário: a partir das 18h Quanto: R$ 15 antecipado e R$ 20 na hora Vendas: Sympla O post Bar de Curitib",2023-06-22 04:58 AM,curitibacult.com.br,Neutral
"O evento conta com muita música, brincadeiras, comidas típicas e prendas, com diversão para toda a família No próximo sábado, 24 de junho, o Jockey Plaza Shopping realiza o Arraiá do Jockey: uma festa junina para todas as famílias, com muitas ...",2023-06-22 04:58 AM,paranashop.com.br,Neutral
Imagina chegar na festa junina na escola da sua filha e se deparar com um show de Ivete Sangalo? Foi exatamente por essa situação que Sthefane Matos passou e fez questão de compartilhar tudo em suas r,2023-06-22 04:57 AM,msn.com,Neutral
"Tradicionalmente conhecido pelos eventos realizados no grande ABC, sempre com música boa e cervejas de qualidade em seu amplo espaço, O Beers Festival realizará mais uma edição de sua festa junina [...] e domingo é dia de muito rock, relembrando sucessos de Red Hot Chili Peppers, Creedence, Beatles e outras bandas internacionais de sucesso, com d",2023-06-22 04:56 AM,acontecesantyago.blogspot.com,Positive
Video can be found here,2023-06-22 04:54 AM,youtube.com,Neutral
Video can be found here,2023-06-22 04:54 AM,youtube.com,Positive
"Muita animação, com música ao vivo e comidas típicas da época, como pinhão, pipoca, pé de moleque e quentão vão ser as atrações da Feira Gastronômica Junina, que será realizada na próxima sexta-feira (23), na Praça Dom Antônio Mazarotto, no Jardim Carvalho",2023-06-22 04:52 AM,dpontanews.com.br,Neutral
"A Paróquia de Nossa Senhora de Lourdes realiza uma Festa Junina no sábado (24), a partir das 18h, em frente à Secretaria Paroquial, no Jardim Humberto Salvador, em Presidente Prudente (SP). De acordo com a igreja, o evento tem como objetivo arrecadar ...",2023-06-22 04:48 AM,g1.globo.com,Neutral
MEMÓRIAS TV ONDA SUL - Reportagem: Festa Junina no Bairro Rua Nova - Repórter: Reginaldo Teixeira - Exibição: 15/06/2001,2023-06-22 04:47 AM,youtube.com,Neutral
"Se voc� gosta de festa junina n�o pode perder o �Arrai� da Alzirinha�, que vai acontecer na Cidade da Crian�a Zilda Arns, nesta sexta-feira (23) e no s�bado (24) [...] O evento vai contar com v�rias barracas de comidas típicas, como caldos, ...",2023-06-22 04:42 AM,camposinforma.com.br,Neutral
"Além disso, para você arrasar na cozinha e preparar pratos típicos incríveis para sua festa junina, o Pão de Açúcar separou três receitas para você fazer bonito no dia de São João [...] Cachorro-quente simples O cachorro quente é uma receita que faz muito sucesso no período de festa junina",2023-06-22 04:42 AM,acontecesantyago.blogspot.com,Positive
"Pin Print AMENDOIM CROCANTE ENCAPADO – AMENDOIM CRICRI COM NESCAU – FESTA JUNINAReceita por naodanemprocheiroTempo de preparo30 minutesAprenda a fazer esse delicioso AMENDOIM DOCE CROCANTE ENCAPADO – feito com achocolatado (Nescal, Tody) fica uma delícia [...] CLIQUE AQUI E VEJA O MODO DE PREPARO EM DETALHESVídeo da receitaThe post AMENDOIM CROCANT",2023-06-22 04:39 AM,porkworld.com.br,Positive
Aprenda a receita de quentão para aquecer a sua comemoração de São João O post Receita de Quentão para animar a Festa Junina apareceu primeiro em Seja Criativo [...] [...] é a protagonista dos vídeos que trazem receitas especiais para celebrar o mês junino imagem: Kitano / divulgação  Receita de Quentão para animar a Festa Junina Desde o início de,2023-06-22 04:33 AM,sejacriativo.com.br,Neutral
com/pin/1070167930186695501/ #festajunina #festajulina #decoração,2023-06-22 04:30 AM,youtube.com,Neutral
